LONG_EAST,LAT_NORTH, TOPOGRAPHY,MOLA_RANGE, PLANET_RAD, C,A,  EMPHEMERIS_TIME,          UTC,          ORBIT
341.56862, 24.64560,   -3146.26, 404402.73,  3389201.60,2,0, -15534540.33256,1999-07-05T16:49:55.483, 11452
341.56790, 24.65060,   -3162.26, 404422.16,  3389184.40,2,0, -15534540.23256,1999-07-05T16:49:55.583, 11452
341.56718, 24.65570,   -3176.11, 404439.50,  3389169.34,2,0, -15534540.13256,1999-07-05T16:49:55.683, 11452
341.55923, 24.71130,   -3267.26, 404568.79,  3389064.87,2,0, -15534539.03252,1999-07-05T16:49:56.783, 11452
341.55850, 24.71640,   -3297.45, 404602.44,  3389033.46,2,0, -15534538.93251,1999-07-05T16:49:56.883, 11452
341.54483, 24.81250,   -3497.76, 404868.61,  3388810.13,1,0, -15534537.03244,1999-07-05T16:49:58.784, 11452
341.54412, 24.81750,   -3502.23, 404876.56,  3388804.44,1,0, -15534536.93244,1999-07-05T16:49:58.884, 11452
341.53288, 24.89830,   -3513.35, 404943.19,  3388773.94,1,0, -15534535.33238,1999-07-05T16:50:00.484, 11452
341.53219, 24.90340,   -3512.02, 404945.31,  3388774.05,1,0, -15534535.23237,1999-07-05T16:50:00.584, 11452
341.53149, 24.90840,   -3515.35, 404952.12,  3388769.51,1,0, -15534535.13237,1999-07-05T16:50:00.684, 11452
341.52032, 24.98920,   -3549.48, 405041.73,  3388715.97,2,0, -15534533.53231,1999-07-05T16:50:02.284, 11452
341.51961, 24.99420,   -3543.51, 405039.22,  3388720.73,1,0, -15534533.43230,1999-07-05T16:50:02.384, 11452
341.50825, 25.07500,   -3586.07, 405137.22,  3388658.73,1,0, -15534531.83224,1999-07-05T16:50:03.984, 11452
341.50753, 25.08010,   -3581.73, 405136.35,  3388661.85,1,0, -15534531.73224,1999-07-05T16:50:04.084, 11452
341.50682, 25.08510,   -3588.75, 405146.85,  3388653.61,2,0, -15534531.63224,1999-07-05T16:50:04.184, 11452
341.89663, 24.47590,   -3075.10, 404833.67,  3389317.20,2,0, -15489590.52130,1999-07-06T05:19:05.295, 11458
341.89593, 24.47090,   -3066.77, 404821.71,  3389326.72,1,0, -15489590.42129,1999-07-06T05:19:05.395, 11458
341.88474, 24.39000,   -3084.42, 404781.33,  3389328.14,1,0, -15489588.82123,1999-07-06T05:19:06.995, 11458
341.88403, 24.38500,   -3085.99, 404779.30,  3389327.76,2,0, -15489588.72123,1999-07-06T05:19:07.095, 11458
341.67534, 23.88720,   -3175.19, 403911.34,  3389352.76,1,0, -15534555.33314,1999-07-05T16:49:40.483, 11452
341.66402, 23.96800,   -3240.48, 404032.13,  3389268.42,1,0, -15534553.73307,1999-07-05T16:49:42.083, 11452
341.66332, 23.97310,   -3246.36, 404041.48,  3389261.35,1,0, -15534553.63307,1999-07-05T16:49:42.183, 11452
341.65205, 24.05390,   -3330.78, 404181.44,  3389157.83,1,0, -15534552.03301,1999-07-05T16:49:43.783, 11452
341.65135, 24.05900,   -3324.83, 404178.94,  3389162.59,1,0, -15534551.93301,1999-07-05T16:49:43.883, 11452
341.65065, 24.06400,   -3313.53, 404171.14,  3389172.69,1,0, -15534551.83300,1999-07-05T16:49:43.983, 11452
341.63592, 24.17020,   -3100.46, 404030.89,  3389360.64,2,0, -15534549.73292,1999-07-05T16:49:46.083, 11452
341.63521, 24.17520,   -3089.72, 404023.63,  3389370.18,1,0, -15534549.63292,1999-07-05T16:49:46.183, 11452
341.62595, 24.24100,   -3089.45, 404068.46,  3389354.85,1,0, -15534548.33287,1999-07-05T16:49:47.483, 11452
341.62523, 24.24600,   -3098.92, 404081.41,  3389344.18,1,0, -15534548.23287,1999-07-05T16:49:47.583, 11452
341.62452, 24.25110,   -3104.60, 404090.55,  3389337.30,1,0, -15534548.13286,1999-07-05T16:49:47.683, 11452
341.61514, 24.31680,   -3218.55, 404249.59,  3389207.72,1,0, -15534546.83281,1999-07-05T16:49:48.983, 11452
341.61442, 24.32190,   -3219.73, 404254.24,  3389205.33,1,0, -15534546.73281,1999-07-05T16:49:49.083, 11452
341.61370, 24.32700,   -3197.66, 404235.65,  3389226.20,1,0, -15534546.63281,1999-07-05T16:49:49.183, 11452
341.59860, 24.43320,   -3181.04, 404291.85,  3389217.54,1,0, -15534544.53273,1999-07-05T16:49:51.283, 11452
341.59788, 24.43820,   -3188.89, 404303.17,  3389208.48,2,0, -15534544.43272,1999-07-05T16:49:51.383, 11452
341.59005, 24.49390,   -3263.09, 404415.52,  3389121.01,1,0, -15534543.33268,1999-07-05T16:49:52.483, 11452
341.58934, 24.49890,   -3241.37, 404397.26,  3389141.53,1,0, -15534543.23268,1999-07-05T16:49:52.583, 11452
341.58863, 24.50400,   -3268.56, 404427.94,  3389113.13,2,0, -15534543.13267,1999-07-05T16:49:52.683, 11452
341.57722, 24.58490,   -3077.72, 404292.58,  3389284.65,2,0, -15534541.53261,1999-07-05T16:49:54.283, 11452
341.57651, 24.59000,   -3103.99, 404322.29,  3389257.17,2,0, -15534541.43261,1999-07-05T16:49:54.383, 11452
341.56500, 24.67090,   -3207.57, 404481.36,  3389134.25,1,0, -15534539.83255,1999-07-05T16:49:55.983, 11452
341.56428, 24.67590,   -3215.15, 404492.39,  3389125.46,1,0, -15534539.73254,1999-07-05T16:49:56.083, 11452
341.56356, 24.68100,   -3223.43, 404504.15,  3389115.96,2,0, -15534539.63254,1999-07-05T16:49:56.183, 11452
341.55052, 24.77200,   -3461.03, 404804.17,  3388856.56,2,0, -15534537.83247,1999-07-05T16:49:57.984, 11452
341.54981, 24.77710,   -3474.02, 404820.61,  3388842.35,1,0, -15534537.73247,1999-07-05T16:49:58.084, 11452
341.54910, 24.78210,   -3471.76, 404821.81,  3388843.40,1,0, -15534537.63246,1999-07-05T16:49:58.184, 11452
341.53986, 24.84780,   -3534.75, 404929.89,  3388764.65,1,0, -15534536.33241,1999-07-05T16:49:59.484, 11452
341.53915, 24.85290,   -3537.04, 404935.63,  3388761.15,1,0, -15534536.23241,1999-07-05T16:49:59.584, 11452
341.53844, 24.85790,   -3546.26, 404948.34,  3388750.71,1,0, -15534536.13241,1999-07-05T16:49:59.684, 11452
341.52730, 24.93870,   -3510.56, 404968.13,  3388767.02,1,0, -15534534.53234,1999-07-05T16:50:01.284, 11452
341.52660, 24.94370,   -3489.17, 404950.22,  3388787.20,2,0, -15534534.43234,1999-07-05T16:50:01.384, 11452
341.51537, 25.02450,   -3509.27, 405025.80,  3388747.68,1,0, -15534532.83228,1999-07-05T16:50:02.984, 11452
341.51467, 25.02960,   -3545.79, 405065.78,  3388709.94,2,0, -15534532.73228,1999-07-05T16:50:03.084, 11452
341.51396, 25.03460,   -3565.17, 405088.62,  3388689.35,1,0, -15534532.63227,1999-07-05T16:50:03.184, 11452
341.89104, 24.43550,   -3068.89, 404798.43,  3389332.95,1,0, -15489589.72127,1999-07-06T05:19:06.095, 11458
341.89034, 24.43050,   -3065.78, 404791.70,  3389337.25,1,0, -15489589.62127,1999-07-06T05:19:06.195, 11458
341.87627, 24.32930,   -3112.94, 404766.34,  3389313.94,1,0, -15489587.62119,1999-07-06T05:19:08.195, 11458
341.87556, 24.32420,   -3126.92, 404776.69,  3389301.15,2,0, -15489587.52118,1999-07-06T05:19:08.295, 11458
341.87486, 24.31910,   -3127.14, 404773.28,  3389302.12,1,0, -15489587.42118,1999-07-06T05:19:08.395, 11458
341.86568, 24.25320,   -3097.14, 404696.13,  3389347.61,1,0, -15489586.12113,1999-07-06T05:19:09.695, 11458
341.86498, 24.24820,   -3105.25, 404700.60,  3389340.69,1,0, -15489586.02113,1999-07-06T05:19:09.795, 11458
341.86427, 24.24310,   -3115.30, 404707.06,  3389331.82,1,0, -15489585.92112,1999-07-06T05:19:09.895, 11458
341.85511, 24.17740,   -3021.52, 404566.15,  3389441.04,1,0, -15489584.62107,1999-07-06T05:19:11.195, 11458
341.85440, 24.17230,   -3020.39, 404561.38,  3389443.35,1,0, -15489584.52107,1999-07-06T05:19:11.295, 11458
341.85369, 24.16720,   -3011.54, 404548.89,  3389453.39,1,0, -15489584.42106,1999-07-06T05:19:11.395, 11458
341.83889, 24.06130,   -2871.02, 404332.31,  3389618.69,1,0, -15489582.32098,1999-07-06T05:19:13.495, 11458
340.85366, 24.76480,   -3009.20, 405085.06,  3389305.01,1,0, -16110753.05847,1999-06-29T00:46:22.757, 11370
340.85296, 24.75980,   -3016.57, 405088.77,  3389298.83,1,0, -16110752.95847,1999-06-29T00:46:22.857, 11370
340.84376, 24.69410,   -2952.70, 404977.58,  3389378.17,1,0, -16110751.65842,1999-06-29T00:46:24.157, 11370
340.84305, 24.68910,   -2997.22, 405018.46,  3389334.84,1,0, -16110751.55842,1999-06-29T00:46:24.257, 11370
340.84234, 24.68400,   -3022.21, 405039.82,  3389311.03,1,0, -16110751.45841,1999-06-29T00:46:24.357, 11370
340.83096, 24.60330,   -3009.48, 404968.85,  3389342.75,1,0, -16110749.85835,1999-06-29T00:46:25.957, 11370
340.83025, 24.59820,   -3023.75, 404979.49,  3389329.66,1,0, -16110749.75835,1999-06-29T00:46:26.057, 11370
340.81904, 24.51740,   -2918.56, 404816.02,  3389453.82,1,0, -16110748.15829,1999-06-29T00:46:27.658, 11370
340.81834, 24.51230,   -2908.04, 404801.87,  3389465.53,1,0, -16110748.05828,1999-06-29T00:46:27.758, 11370
340.81764, 24.50730,   -2916.18, 404806.36,  3389458.57,1,0, -16110747.95828,1999-06-29T00:46:27.858, 11370
340.80522, 24.41630,   -2801.51, 404626.12,  3389594.55,1,0, -16110746.15821,1999-06-29T00:46:29.658, 11370
340.80453, 24.41120,   -2774.31, 404595.27,  3389622.93,1,0, -16110746.05821,1999-06-29T00:46:29.758, 11370
341.68382, 23.82660,   -3072.22, 403766.74,  3389469.99,1,0, -15534556.53318,1999-07-05T16:49:39.283, 11452
341.68311, 23.83170,   -3083.47, 403781.47,  3389457.55,1,0, -15534556.43318,1999-07-05T16:49:39.383, 11452
341.68240, 23.83680,   -3109.22, 403810.67,  3389430.61,2,0, -15534556.33318,1999-07-05T16:49:39.483, 11452
341.67110, 23.91760,   -3171.45, 403928.42,  3389349.36,1,0, -15534554.73311,1999-07-05T16:49:41.083, 11452
341.67039, 23.92260,   -3172.31, 403932.73,  3389347.31,1,0, -15534554.63311,1999-07-05T16:49:41.183, 11452
341.66050, 23.99330,   -3270.59, 404079.60,  3389232.34,1,0, -15534553.23306,1999-07-05T16:49:42.583, 11452
341.65980, 23.99830,   -3282.59, 404095.09,  3389219.15,1,0, -15534553.13305,1999-07-05T16:49:42.683, 11452
341.64854, 24.07920,   -3272.05, 404140.04,  3389210.58,1,0, -15534551.53299,1999-07-05T16:49:44.283, 11452
341.64784, 24.08430,   -3259.64, 404131.10,  3389221.79,1,0, -15534551.43299,1999-07-05T16:49:44.383, 11452
341.64713, 24.08930,   -3208.51, 404083.46,  3389271.73,1,0, -15534551.33298,1999-07-05T16:49:44.483, 11452
341.63940, 24.14490,   -3175.67, 404088.77,  3389291.41,1,0, -15534550.23294,1999-07-05T16:49:45.583, 11452
341.63870, 24.15000,   -3168.32, 404084.89,  3389297.56,1,0, -15534550.13294,1999-07-05T16:49:45.683, 11452
341.62737, 24.23090,   -3079.83, 404051.90,  3389366.87,1,0, -15534548.53288,1999-07-05T16:49:47.283, 11452
341.62666, 24.23590,   -3086.31, 404061.85,  3389359.19,1,0, -15534548.43287,1999-07-05T16:49:47.383, 11452
341.61298, 24.33200,   -3182.69, 404224.13,  3389239.97,1,0, -15534546.53280,1999-07-05T16:49:49.283, 11452
341.61226, 24.33710,   -3176.56, 404221.48,  3389244.89,1,0, -15534546.43280,1999-07-05T16:49:49.383, 11452
341.60218, 24.40790,   -3189.63, 404283.09,  3389214.97,1,0, -15534545.03275,1999-07-05T16:49:50.783, 11452
341.60146, 24.41300,   -3184.03, 404280.95,  3389219.37,1,0, -15534544.93274,1999-07-05T16:49:50.883, 11452
341.58791, 24.50900,   -3263.22, 404426.07,  3389117.26,2,0, -15534543.03267,1999-07-05T16:49:52.783, 11452
341.58720, 24.51410,   -3275.02, 404441.31,  3389104.26,1,0, -15534542.93267,1999-07-05T16:49:52.883, 11452
341.57579, 24.59500,   -3107.88, 404329.66,  3389252.07,1,0, -15534541.33260,1999-07-05T16:49:54.483, 11452
341.57507, 24.60010,   -3093.51, 404318.77,  3389265.23,2,0, -15534541.23260,1999-07-05T16:49:54.583, 11452
341.57435, 24.60510,   -3082.61, 404311.33,  3389274.92,1,0, -15534541.13259,1999-07-05T16:49:54.683, 11452
341.56284, 24.68610,   -3234.03, 404518.23,  3389104.15,2,0, -15534539.53253,1999-07-05T16:49:56.283, 11452
341.56212, 24.69110,   -3246.83, 404534.47,  3389090.14,2,0, -15534539.43253,1999-07-05T16:49:56.383, 11452
341.55201, 24.76190,   -3435.47, 404771.67,  3388884.54,2,0, -15534538.03248,1999-07-05T16:49:57.784, 11452
341.55123, 24.76700,   -3454.21, 404793.87,  3388864.59,1,0, -15534537.93247,1999-07-05T16:49:57.884, 11452
341.53773, 24.86300,   -3542.77, 404948.33,  3388752.99,1,0, -15534536.03240,1999-07-05T16:49:59.784, 11452
341.53708, 24.86800,   -3536.13, 404945.17,  3388758.43,1,0, -15534535.93240,1999-07-05T16:49:59.884, 11452
341.52590, 24.94880,   -3494.60, 404959.11,  3388780.56,2,0, -15534534.33234,1999-07-05T16:50:01.484, 11452
341.52520, 24.95380,   -3507.15, 404975.15,  3388766.79,1,0, -15534534.23233,1999-07-05T16:50:01.584, 11452
341.52450, 24.95890,   -3498.44, 404969.88,  3388774.29,1,0, -15534534.13233,1999-07-05T16:50:01.684, 11452
341.50897, 25.07000,   -3585.33, 405133.02,  3388660.69,1,0, -15534531.93225,1999-07-05T16:50:03.884, 11452
341.88824, 24.41530,   -3070.68, 404785.74,  3389335.92,1,0, -15489589.32125,1999-07-06T05:19:06.495, 11458
341.88754, 24.41020,   -3069.17, 404780.60,  3389338.63,1,0, -15489589.22125,1999-07-06T05:19:06.595, 11458
341.88333, 24.37990,   -3076.47, 404766.13,  3389338.47,2,0, -15489588.62123,1999-07-06T05:19:07.195, 11458
341.87274, 24.30390,   -3131.65, 404766.91,  3389301.19,1,0, -15489587.12117,1999-07-06T05:19:08.695, 11458
341.87204, 24.29890,   -3114.41, 404746.06,  3389319.62,1,0, -15489587.02117,1999-07-06T05:19:08.795, 11458
341.87133, 24.29380,   -3128.93, 404756.94,  3389306.29,1,0, -15489586.92116,1999-07-06T05:19:08.895, 11458
341.86004, 24.21280,   -3099.98, 404669.98,  3389354.27,1,0, -15489585.32110,1999-07-06T05:19:10.495, 11458
341.85934, 24.20770,   -3085.61, 404651.99,  3389369.82,1,0, -15489585.22110,1999-07-06T05:19:10.595, 11458
341.84594, 24.11180,   -2930.38, 404427.90,  3389547.53,1,0, -15489583.32102,1999-07-06T05:19:12.495, 11458
341.84524, 24.10670,   -2923.42, 404417.32,  3389555.67,1,0, -15489583.22102,1999-07-06T05:19:12.595, 11458
341.83396, 24.02600,   -2889.28, 404325.22,  3389608.68,1,0, -15489581.62096,1999-07-06T05:19:14.195, 11458
341.83326, 24.02090,   -2890.15, 404322.48,  3389608.98,1,0, -15489581.52096,1999-07-06T05:19:14.295, 11458
341.83255, 24.01590,   -2880.99, 404309.69,  3389619.32,2,0, -15489581.42095,1999-07-06T05:19:14.395, 11458
341.81634, 23.89980,   -2741.78, 404087.16,  3389785.60,1,0, -15489579.12086,1999-07-06T05:19:16.695, 11458
341.81564, 23.89470,   -2737.66, 404079.43,  3389790.90,1,0, -15489579.02086,1999-07-06T05:19:16.795, 11458
341.81493, 23.88970,   -2741.88, 404080.01,  3389787.85,1,0, -15489578.92086,1999-07-06T05:19:16.895, 11458
341.80366, 23.80890,   -2761.57, 404041.76,  3389786.93,1,0, -15489577.32080,1999-07-06T05:19:18.495, 11458
341.80296, 23.80380,   -2762.99, 404039.55,  3389786.69,1,0, -15489577.22079,1999-07-06T05:19:18.595, 11458
340.99443, 25.08650,   -2884.14, 405572.07,  3389354.47,1,0, -13802635.95525,1999-07-25T17:54:59.861, 11697
340.99372, 25.08140,   -2883.84, 405568.22,  3389355.97,1,0, -13802635.85525,1999-07-25T17:54:59.961, 11697
340.99301, 25.07640,   -2882.64, 405563.44,  3389358.37,1,0, -13802635.75525,1999-07-25T17:55:00.061, 11697
340.98159, 24.99560,   -2891.43, 405515.21,  3389368.74,1,0, -13802634.15519,1999-07-25T17:55:01.661, 11697
340.98087, 24.99050,   -2933.65, 405553.87,  3389327.72,2,0, -13802634.05518,1999-07-25T17:55:01.761, 11697
340.96962, 24.90970,   -2877.13, 405440.29,  3389403.39,2,0, -13802632.45512,1999-07-25T17:55:03.361, 11697
340.96892, 24.90460,   -2886.15, 405445.77,  3389395.56,1,0, -13802632.35512,1999-07-25T17:55:03.461, 11697
340.96822, 24.89960,   -2901.59, 405457.62,  3389381.32,2,0, -13802632.25511,1999-07-25T17:55:03.561, 11697
340.95718, 24.81870,   -2924.12, 405423.08,  3389377.90,2,0, -13802630.65505,1999-07-25T17:55:05.162, 11697
340.95649, 24.81360,   -2940.20, 405435.60,  3389363.01,1,0, -13802630.55505,1999-07-25T17:55:05.262, 11697
340.94323, 24.71770,   -3000.69, 405428.32,  3389325.17,2,0, -13802628.65497,1999-07-25T17:55:07.162, 11697
340.94252, 24.71260,   -3004.63, 405428.70,  3389322.42,2,0, -13802628.55497,1999-07-25T17:55:07.262, 11697
340.93456, 24.65720,   -2904.34, 405289.23,  3389435.76,2,0, -13802627.45493,1999-07-25T17:55:08.362, 11697
340.93383, 24.65210,   -2929.01, 405310.34,  3389412.28,2,0, -13802627.35493,1999-07-25T17:55:08.462, 11697
340.93311, 24.64710,   -2913.46, 405291.24,  3389429.02,2,0, -13802627.25492,1999-07-25T17:55:08.562, 11697
340.92151, 24.56640,   -2940.38, 405261.14,  3389421.06,2,0, -13802625.65486,1999-07-25T17:55:10.162, 11697
340.92080, 24.56140,   -2947.53, 405264.72,  3389415.09,1,0, -13802625.55486,1999-07-25T17:55:10.262, 11697
340.90958, 24.48050,   -2856.82, 405116.93,  3389524.79,1,0, -13802623.95480,1999-07-25T17:55:11.862, 11697
340.90889, 24.47540,   -2849.97, 405106.52,  3389532.83,1,0, -13802623.85479,1999-07-25T17:55:11.962, 11697
340.90819, 24.47040,   -2850.16, 405103.15,  3389533.82,1,0, -13802623.75479,1999-07-25T17:55:12.062, 11697
340.89708, 24.38940,   -2629.80, 404825.70,  3389773.14,2,0, -13802622.15473,1999-07-25T17:55:13.662, 11697
340.89639, 24.38430,   -2609.28, 404801.63,  3389794.85,1,0, -13802622.05473,1999-07-25T17:55:13.762, 11697
340.88516, 24.30340,   -2341.30, 404476.59,  3390081.72,1,0, -13802620.45467,1999-07-25T17:55:15.362, 11697
340.88445, 24.29840,   -2326.07, 404457.78,  3390098.13,1,0, -13802620.35466,1999-07-25T17:55:15.462, 11697
340.88375, 24.29330,   -2310.61, 404438.77,  3390114.77,1,0, -13802620.25466,1999-07-25T17:55:15.562, 11697
340.87231, 24.21260,   -2093.67, 404164.78,  3390350.55,1,0, -13802618.65459,1999-07-25T17:55:17.162, 11697
340.87159, 24.20750,   -2092.31, 404159.87,  3390353.08,1,0, -13802618.55459,1999-07-25T17:55:17.262, 11697
340.85741, 24.10650,   -2201.94, 404198.21,  3390266.96,1,0, -13802616.55451,1999-07-25T17:55:19.262, 11697
340.84626, 24.02560,   -2176.42, 404115.63,  3390311.25,2,0, -13802614.95445,1999-07-25T17:55:20.862, 11697
340.84556, 24.02050,   -2174.47, 404110.10,  3390314.37,1,0, -13802614.85445,1999-07-25T17:55:20.962, 11697
340.84486, 24.01550,   -2177.94, 404110.01,  3390312.07,1,0, -13802614.75445,1999-07-25T17:55:21.062, 11697
340.82149, 23.84880,   -2231.76, 404046.21,  3390296.80,2,0, -13802611.45432,1999-07-25T17:55:24.362, 11697
340.82078, 23.84380,   -2232.53, 404043.42,  3390297.19,1,0, -13802611.35432,1999-07-25T17:55:24.462, 11697
340.82006, 23.83870,   -2245.46, 404052.81,  3390285.42,1,0, -13802611.25431,1999-07-25T17:55:24.562, 11697
341.86996, 23.83720,   -2591.36, 402282.71,  3389950.64,1,0, -13226457.52195,1999-08-01T09:57:58.295, 11779
341.86924, 23.84220,   -2594.01, 402288.87,  3389946.80,1,0, -13226457.42195,1999-08-01T09:57:58.395, 11779
341.86852, 23.84730,   -2600.16, 402298.54,  3389939.45,1,0, -13226457.32194,1999-08-01T09:57:58.495, 11779
341.85702, 23.92830,   -2700.04, 402454.45,  3389820.46,1,0, -13226455.72188,1999-08-01T09:58:00.095, 11779
341.85630, 23.93340,   -2693.52, 402451.44,  3389825.79,1,0, -13226455.62188,1999-08-01T09:58:00.195, 11779
341.84621, 24.00430,   -2821.42, 402628.38,  3389681.12,1,0, -13226454.22182,1999-08-01T09:58:01.595, 11779
341.84549, 24.00940,   -2836.14, 402646.58,  3389665.20,1,0, -13226454.12182,1999-08-01T09:58:01.695, 11779
341.82847, 24.13070,   -2937.60, 402832.19,  3389534.99,1,0, -13226451.72173,1999-08-01T09:58:04.095, 11779
341.82777, 24.13580,   -2955.83, 402853.91,  3389515.56,1,0, -13226451.62173,1999-08-01T09:58:04.195, 11779
341.81654, 24.21660,   -3183.35, 403137.53,  3389268.87,1,0, -13226450.02167,1999-08-01T09:58:05.795, 11779
341.81583, 24.22160,   -3174.96, 403132.64,  3389276.06,1,0, -13226449.92166,1999-08-01T09:58:05.895, 11779
341.81513, 24.22670,   -3153.90, 403115.11,  3389295.91,1,0, -13226449.82166,1999-08-01T09:58:05.995, 11779
341.80385, 24.30760,   -3104.52, 403121.83,  3389326.04,1,0, -13226448.22160,1999-08-01T09:58:07.595, 11779
341.80315, 24.31260,   -3111.45, 403132.24,  3389317.91,1,0, -13226448.12159,1999-08-01T09:58:07.695, 11779
341.79185, 24.39360,   -3237.69, 403314.59,  3389172.39,1,0, -13226446.52153,1999-08-01T09:58:09.295, 11779
341.79114, 24.39860,   -3262.19, 403342.59,  3389146.68,1,0, -13226446.42153,1999-08-01T09:58:09.395, 11779
341.79044, 24.40370,   -3267.38, 403351.27,  3389140.29,1,0, -13226446.32153,1999-08-01T09:58:09.495, 11779
341.77913, 24.48460,   -3193.28, 403333.30,  3389195.06,2,0, -13226444.72146,1999-08-01T09:58:11.095, 11779
341.77842, 24.48970,   -3171.36, 403314.85,  3389215.78,2,0, -13226444.62146,1999-08-01T09:58:11.195, 11779
341.76708, 24.57050,   -3146.72, 403346.30,  3389221.08,1,0, -13226443.02140,1999-08-01T09:58:12.795, 11779
341.76637, 24.57560,   -3148.75, 403351.84,  3389217.84,1,0, -13226442.92140,1999-08-01T09:58:12.895, 11779
341.76567, 24.58070,   -3151.47, 403358.08,  3389213.91,1,0, -13226442.82139,1999-08-01T09:58:12.995, 11779
341.75428, 24.66150,   -3170.10, 403432.79,  3389175.91,1,0, -13226441.22133,1999-08-01T09:58:14.595, 11779
341.75356, 24.66660,   -3170.42, 403436.63,  3389174.38,1,0, -13226441.12132,1999-08-01T09:58:14.695, 11779
341.74192, 24.74750,   -3183.67, 403505.91,  3389141.71,1,0, -13226439.52127,1999-08-01T09:58:16.295, 11779
341.74119, 24.75260,   -3188.10, 403513.87,  3389136.06,1,0, -13226439.42126,1999-08-01T09:58:16.395, 11779
341.74046, 24.75760,   -3204.15, 403533.41,  3389118.80,1,0, -13226439.32126,1999-08-01T09:58:16.495, 11779
341.72873, 24.83850,   -3487.41, 403872.74,  3388816.10,2,0, -13226437.72120,1999-08-01T09:58:18.096, 11779
341.72801, 24.84360,   -3415.31, 403804.13,  3388886.98,2,0, -13226437.62119,1999-08-01T09:58:18.196, 11779
341.71655, 24.92460,   -3346.36, 403791.22,  3388936.46,2,0, -13226436.02113,1999-08-01T09:58:19.796, 11779
341.71584, 24.92970,   -3346.97, 403795.33,  3388934.63,1,0, -13226435.92113,1999-08-01T09:58:19.896, 11779
341.71512, 24.93480,   -3371.95, 403823.82,  3388908.43,1,0, -13226435.82112,1999-08-01T09:58:19.996, 11779
341.70372, 25.01570,   -4002.42, 404510.34,  3388258.44,2,0, -13226434.22106,1999-08-01T09:58:21.596, 11779
341.70301, 25.02080,   -4048.20, 404559.64,  3388211.44,2,0, -13226434.12106,1999-08-01T09:58:21.696, 11779
340.93445, 25.02300,   -2871.39, 405675.30,  3389381.52,1,0, -11494473.42767,1999-08-21T11:04:22.390, 12024
340.93373, 25.01800,   -2895.08, 405695.36,  3389359.03,1,0, -11494473.32767,1999-08-21T11:04:22.490, 12024
340.93302, 25.01290,   -2901.28, 405697.93,  3389354.02,1,0, -11494473.22766,1999-08-21T11:04:22.590, 12024
340.92162, 24.93230,   -2986.19, 405724.73,  3389288.21,2,0, -11494471.62760,1999-08-21T11:04:24.190, 12024
340.92091, 24.92720,   -2989.52, 405724.44,  3389286.07,1,0, -11494471.52760,1999-08-21T11:04:24.290, 12024
340.90952, 24.84660,   -2882.12, 405558.96,  3389412.52,1,0, -11494469.92754,1999-08-21T11:04:25.890, 12024
340.90881, 24.84160,   -2877.07, 405550.28,  3389418.77,1,0, -11494469.82754,1999-08-21T11:04:25.990, 12024
340.90810, 24.83660,   -2873.08, 405542.63,  3389423.95,1,0, -11494469.72753,1999-08-21T11:04:26.090, 12024
340.89676, 24.75570,   -3006.67, 405618.09,  3389309.43,1,0, -11494468.12747,1999-08-21T11:04:27.690, 12024
340.89605, 24.75070,   -2999.83, 405607.63,  3389317.46,1,0, -11494468.02747,1999-08-21T11:04:27.790, 12024
341.53358, 24.89330,   -3496.77, 404923.13,  3388791.73,2,0, -15534535.43238,1999-07-05T16:50:00.384, 11452
341.52243, 24.97400,   -3554.75, 405036.59,  3388714.35,1,0, -15534533.83232,1999-07-05T16:50:01.984, 11452
341.52173, 24.97910,   -3557.86, 405043.19,  3388710.02,1,0, -15534533.73232,1999-07-05T16:50:02.084, 11452
341.52102, 24.98410,   -3554.30, 405043.08,  3388712.37,1,0, -15534533.63231,1999-07-05T16:50:02.184, 11452
341.51184, 25.04980,   -3585.76, 405119.62,  3388665.11,1,0, -15534532.33226,1999-07-05T16:50:03.484, 11452
341.51114, 25.05480,   -3589.47, 405126.77,  3388660.19,1,0, -15534532.23226,1999-07-05T16:50:03.584, 11452
341.51043, 25.05980,   -3588.76, 405129.54,  3388659.68,1,0, -15534532.13225,1999-07-05T16:50:03.684, 11452
341.89314, 24.45070,   -3081.28, 404821.71,  3389316.98,1,0, -15489590.02128,1999-07-06T05:19:05.795, 11458
341.89244, 24.44560,   -3078.21, 404815.00,  3389321.25,1,0, -15489589.92128,1999-07-06T05:19:05.895, 11458
341.88123, 24.36480,   -3078.33, 404757.11,  3389340.19,2,0, -15489588.32122,1999-07-06T05:19:07.495, 11458
341.88051, 24.35970,   -3087.48, 404762.64,  3389332.26,1,0, -15489588.22121,1999-07-06T05:19:07.595, 11458
341.86921, 24.27860,   -3144.68, 404761.83,  3389294.11,1,0, -15489586.62115,1999-07-06T05:19:09.195, 11458
341.86851, 24.27350,   -3096.35, 404709.86,  3389343.63,2,0, -15489586.52115,1999-07-06T05:19:09.295, 11458
341.86780, 24.26850,   -3105.97, 404715.85,  3389335.20,2,0, -15489586.42114,1999-07-06T05:19:09.395, 11458
341.85652, 24.18750,   -3040.55, 404592.44,  3389419.63,1,0, -15489584.82108,1999-07-06T05:19:10.995, 11458
341.85581, 24.18240,   -3024.63, 404572.88,  3389436.74,1,0, -15489584.72108,1999-07-06T05:19:11.095, 11458
341.84101, 24.07640,   -2879.35, 404351.52,  3389606.82,1,0, -15489582.62100,1999-07-06T05:19:13.195, 11458
