LONG_EAST,LAT_NORTH, TOPOGRAPHY,MOLA_RANGE, PLANET_RAD, C,A,  EMPHEMERIS_TIME,          UTC,          ORBIT
341.64546, 25.02310,   -3305.29, 408255.46,  3388954.00,1,0, -23212926.26687,1999-04-07T19:56:49.547, 10364
341.64475, 25.01810,   -3299.67, 408246.47,  3388960.82,1,0, -23212926.16687,1999-04-07T19:56:49.647, 10364
341.64404, 25.01300,   -3303.49, 408246.90,  3388958.21,1,0, -23212926.06686,1999-04-07T19:56:49.747, 10364
341.63275, 24.93220,   -3200.84, 408090.20,  3389080.10,1,0, -23212924.46680,1999-04-07T19:56:51.348, 10364
341.63205, 24.92720,   -3239.77, 408125.75,  3389042.37,1,0, -23212924.36680,1999-04-07T19:56:51.448, 10364
341.62090, 24.84630,   -3157.55, 407989.38,  3389143.81,1,0, -23212922.76674,1999-04-07T19:56:53.048, 10364
341.62020, 24.84130,   -3154.24, 407982.69,  3389148.32,1,0, -23212922.66673,1999-04-07T19:56:53.148, 10364
341.61951, 24.83620,   -3150.04, 407975.11,  3389153.72,1,0, -23212922.56673,1999-04-07T19:56:53.248, 10364
341.60844, 24.75530,   -3090.98, 407861.88,  3389231.98,1,0, -23212920.96667,1999-04-07T19:56:54.848, 10364
341.60774, 24.75030,   -3087.67, 407855.18,  3389236.49,1,0, -23212920.86667,1999-04-07T19:56:54.948, 10364
341.59658, 24.66940,   -3027.56, 407740.94,  3389315.75,1,0, -23212919.26661,1999-04-07T19:56:56.548, 10364
341.59584, 24.66440,   -3039.49, 407749.51,  3389305.02,1,0, -23212919.16660,1999-04-07T19:56:56.648, 10364
341.59514, 24.65940,   -3026.72, 407733.35,  3389318.98,1,0, -23212919.06660,1999-04-07T19:56:56.748, 10364
341.58385, 24.57860,   -3114.10, 407766.66,  3389250.69,1,0, -23212917.46654,1999-04-07T19:56:58.348, 10364
341.58314, 24.57350,   -3158.28, 407807.46,  3389207.70,1,0, -23212917.36653,1999-04-07T19:56:58.448, 10364
341.57190, 24.49270,   -3317.82, 407912.90,  3389067.24,1,0, -23212915.76647,1999-04-07T19:57:00.048, 10364
341.57120, 24.48760,   -3306.99, 407898.69,  3389079.26,1,0, -23212915.66647,1999-04-07T19:57:00.148, 10364
341.57050, 24.48260,   -3304.60, 407892.92,  3389082.84,1,0, -23212915.56647,1999-04-07T19:57:00.248, 10364
341.55950, 24.40160,   -3296.40, 407830.48,  3389110.12,1,0, -23212913.96641,1999-04-07T19:57:01.848, 10364
341.55881, 24.39650,   -3283.67, 407814.38,  3389124.04,1,0, -23212913.86640,1999-04-07T19:57:01.948, 10364
341.54779, 24.31550,   -3187.92, 407664.40,  3389238.82,1,0, -23212912.26635,1999-04-07T19:57:03.548, 10364
341.54710, 24.31040,   -3165.48, 407638.60,  3389262.44,1,0, -23212912.16635,1999-04-07T19:57:03.648, 10364
341.54640, 24.30540,   -3139.67, 407609.38,  3389289.44,1,0, -23212912.06635,1999-04-07T19:57:03.748, 10364
341.53511, 24.22450,   -3002.91, 407418.55,  3389445.15,1,0, -23212910.46629,1999-04-07T19:57:05.348, 10364
341.53440, 24.21950,   -3030.70, 407442.95,  3389418.55,1,0, -23212910.36628,1999-04-07T19:57:05.448, 10364
341.52301, 24.13870,   -3249.45, 407607.65,  3389218.71,1,0, -23212908.76622,1999-04-07T19:57:07.048, 10364
341.52231, 24.13360,   -3273.63, 407628.44,  3389195.71,1,0, -23212908.66622,1999-04-07T19:57:07.148, 10364
341.52161, 24.12860,   -3289.21, 407640.65,  3389181.31,1,0, -23212908.56621,1999-04-07T19:57:07.248, 10364
341.50573, 24.01230,   -3317.48, 407591.06,  3389180.15,1,0, -23212906.26613,1999-04-07T19:57:09.548, 10364
341.50505, 24.00730,   -3319.38, 407589.57,  3389179.43,1,0, -23212906.16612,1999-04-07T19:57:09.648, 10364
341.50436, 24.00220,   -3316.38, 407583.19,  3389183.61,1,0, -23212906.06612,1999-04-07T19:57:09.748, 10364
341.49549, 23.93650,   -3246.63, 407469.39,  3389268.65,1,0, -23212904.76607,1999-04-07T19:57:11.048, 10364
341.49480, 23.93140,   -3241.16, 407460.54,  3389275.29,1,0, -23212904.66607,1999-04-07T19:57:11.148, 10364
341.49411, 23.92640,   -3234.96, 407450.96,  3389282.67,1,0, -23212904.56606,1999-04-07T19:57:11.248, 10364
341.48295, 23.84550,   -3154.00, 407315.89,  3389382.41,1,0, -23212902.96600,1999-04-07T19:57:12.848, 10364
341.48224, 23.84050,   -3179.96, 407338.47,  3389357.63,1,0, -23212902.86600,1999-04-07T19:57:12.948, 10364
341.88708, 24.56960,   -3230.12, 401785.35,  3389139.22,1,0, -22636593.94694,1999-04-14T12:02:21.867, 10446
341.88637, 24.57470,   -3231.81, 401790.67,  3389136.32,1,0, -22636593.84694,1999-04-14T12:02:21.967, 10446
341.88565, 24.57980,   -3231.75, 401794.25,  3389135.17,1,0, -22636593.74693,1999-04-14T12:02:22.067, 10446
341.87414, 24.66090,   -3201.14, 401821.90,  3389146.33,1,0, -22636592.14687,1999-04-14T12:02:23.667, 10446
341.87343, 24.66590,   -3203.79, 401828.21,  3389142.46,1,0, -22636592.04687,1999-04-14T12:02:23.767, 10446
341.86207, 24.74690,   -3228.28, 401910.99,  3389098.52,1,0, -22636590.44681,1999-04-14T12:02:25.368, 10446
341.86136, 24.75200,   -3215.20, 401901.53,  3389110.39,1,0, -22636590.34680,1999-04-14T12:02:25.468, 10446
341.86065, 24.75700,   -3209.79, 401899.79,  3389114.58,1,0, -22636590.24680,1999-04-14T12:02:25.568, 10446
341.84929, 24.83800,   -3187.21, 401935.46,  3389117.70,1,0, -22636588.64674,1999-04-14T12:02:27.168, 10446
341.84858, 24.84310,   -3158.70, 401910.61,  3389144.99,1,0, -22636588.54673,1999-04-14T12:02:27.268, 10446
341.83712, 24.92400,   -3044.68, 401854.87,  3389239.51,1,0, -22636586.94667,1999-04-14T12:02:28.868, 10446
341.64687, 25.03320,   -3355.56, 408312.47,  3388901.32,1,0, -23212926.46688,1999-04-07T19:56:49.347, 10364
341.64616, 25.02820,   -3318.71, 408272.26,  3388939.37,1,0, -23212926.36687,1999-04-07T19:56:49.447, 10364
341.63485, 24.94740,   -3241.22, 408140.70,  3389036.11,1,0, -23212924.76681,1999-04-07T19:56:51.048, 10364
341.63415, 24.94230,   -3249.17, 408145.28,  3389029.36,1,0, -23212924.66681,1999-04-07T19:56:51.148, 10364
341.63345, 24.93730,   -3219.83, 408112.55,  3389059.90,1,0, -23212924.56681,1999-04-07T19:56:51.248, 10364
341.62228, 24.85640,   -3170.19, 408008.79,  3389128.77,1,0, -23212922.96675,1999-04-07T19:56:52.848, 10364
341.62159, 24.85140,   -3166.41, 408001.63,  3389133.75,1,0, -23212922.86674,1999-04-07T19:56:52.948, 10364
341.61189, 24.78060,   -3138.11, 407925.94,  3389178.85,1,0, -23212921.46669,1999-04-07T19:56:54.348, 10364
341.61119, 24.77560,   -3128.33, 407912.78,  3389189.83,1,0, -23212921.36669,1999-04-07T19:56:54.448, 10364
341.59798, 24.67950,   -2993.82, 407713.96,  3389347.09,1,0, -23212919.46661,1999-04-07T19:56:56.348, 10364
341.59728, 24.67450,   -2988.55, 407705.31,  3389353.56,1,0, -23212919.36661,1999-04-07T19:56:56.448, 10364
341.58597, 24.59370,   -3040.30, 407703.00,  3389320.91,1,0, -23212917.76655,1999-04-07T19:56:58.048, 10364
341.58527, 24.58870,   -3001.23, 407660.56,  3389361.17,1,0, -23212917.66655,1999-04-07T19:56:58.148, 10364
341.58456, 24.58360,   -3016.01, 407671.95,  3389347.58,1,0, -23212917.56654,1999-04-07T19:56:58.248, 10364
341.57329, 24.50280,   -3315.22, 407917.08,  3389067.45,1,0, -23212915.96648,1999-04-07T19:56:59.848, 10364
341.57260, 24.49770,   -3306.99, 407905.47,  3389076.87,1,0, -23212915.86648,1999-04-07T19:56:59.948, 10364
341.56500, 24.44210,   -3316.78, 407877.97,  3389080.21,1,0, -23212914.76644,1999-04-07T19:57:01.048, 10364
341.56432, 24.43700,   -3274.83, 407832.63,  3389123.35,1,0, -23212914.66643,1999-04-07T19:57:01.148, 10364
341.56363, 24.43190,   -3226.91, 407781.32,  3389172.46,1,0, -23212914.56643,1999-04-07T19:57:01.248, 10364
341.54918, 24.32560,   -3226.11, 407709.37,  3389198.25,1,0, -23212912.46636,1999-04-07T19:57:03.348, 10364
341.54849, 24.32060,   -3206.67, 407686.56,  3389218.88,1,0, -23212912.36636,1999-04-07T19:57:03.448, 10364
341.53867, 24.24980,   -2885.93, 407318.45,  3389556.22,1,0, -23212910.96630,1999-04-07T19:57:04.848, 10364
341.52800, 24.17400,   -3126.80, 407508.64,  3389333.09,1,0, -23212909.46625,1999-04-07T19:57:06.348, 10364
341.52730, 24.16900,   -3124.89, 407503.37,  3389336.18,1,0, -23212909.36624,1999-04-07T19:57:06.448, 10364
341.51251, 24.06290,   -3345.35, 407652.78,  3389140.51,1,0, -23212907.26617,1999-04-07T19:57:08.548, 10364
341.51188, 24.05780,   -3347.65, 407651.70,  3389139.38,1,0, -23212907.16616,1999-04-07T19:57:08.648, 10364
341.51120, 24.05280,   -3345.29, 407645.96,  3389142.92,1,0, -23212907.06616,1999-04-07T19:57:08.748, 10364
341.50026, 23.97190,   -3292.01, 407538.49,  3389215.04,1,0, -23212905.46610,1999-04-07T19:57:10.348, 10364
341.49958, 23.96680,   -3294.15, 407537.24,  3389214.08,1,0, -23212905.36609,1999-04-07T19:57:10.448, 10364
341.48857, 23.88600,   -3207.13, 407396.03,  3389319.90,1,0, -23212903.76603,1999-04-07T19:57:12.048, 10364
341.48788, 23.88090,   -3206.17, 407391.70,  3389322.03,1,0, -23212903.66603,1999-04-07T19:57:12.148, 10364
341.48719, 23.87580,   -3205.68, 407387.85,  3389323.69,1,0, -23212903.56602,1999-04-07T19:57:12.248, 10364
341.89788, 24.49360,   -3090.29, 401590.89,  3389297.26,1,0, -22636595.44700,1999-04-14T12:02:20.367, 10446
341.89716, 24.49860,   -3120.81, 401625.07,  3389265.53,1,0, -22636595.34699,1999-04-14T12:02:20.467, 10446
341.89644, 24.50370,   -3156.15, 401664.05,  3389228.98,1,0, -22636595.24699,1999-04-14T12:02:20.567, 10446
341.88493, 24.58480,   -3238.81, 401804.96,  3389126.89,1,0, -22636593.64693,1999-04-14T12:02:22.167, 10446
341.88421, 24.58990,   -3236.30, 401806.10,  3389128.19,1,0, -22636593.54692,1999-04-14T12:02:22.267, 10446
341.87271, 24.67100,   -3207.60, 401835.66,  3389137.43,1,0, -22636591.94686,1999-04-14T12:02:23.868, 10446
341.87199, 24.67610,   -3204.40, 401836.11,  3389139.42,1,0, -22636591.84686,1999-04-14T12:02:23.968, 10446
341.87128, 24.68110,   -3203.22, 401838.57,  3389139.38,1,0, -22636591.74686,1999-04-14T12:02:24.068, 10446
341.85852, 24.77220,   -3165.91, 401866.82,  3389154.82,1,0, -22636589.94679,1999-04-14T12:02:25.868, 10446
341.85781, 24.77730,   -3146.10, 401850.64,  3389173.41,1,0, -22636589.84678,1999-04-14T12:02:25.968, 10446
341.85711, 24.78230,   -3146.55, 401854.73,  3389171.75,1,0, -22636589.74678,1999-04-14T12:02:26.068, 10446
341.84787, 24.84810,   -3122.22, 401877.78,  3389180.25,1,0, -22636588.44673,1999-04-14T12:02:27.368, 10446
341.84716, 24.85320,   -3081.02, 401840.22,  3389220.23,1,0, -22636588.34673,1999-04-14T12:02:27.468, 10446
341.84644, 24.85820,   -3081.35, 401844.19,  3389218.68,1,0, -22636588.24672,1999-04-14T12:02:27.568, 10446
341.83496, 24.93920,   -3040.81, 401861.92,  3389239.72,1,0, -22636586.64666,1999-04-14T12:02:29.168, 10446
341.64898, 25.04830,   -3416.13, 408383.19,  3388837.14,1,0, -23212926.76689,1999-04-07T19:56:49.047, 10364
341.64828, 25.04330,   -3378.78, 408342.45,  3388875.69,1,0, -23212926.66689,1999-04-07T19:56:49.147, 10364
341.64757, 25.03820,   -3386.67, 408346.96,  3388869.01,1,0, -23212926.56688,1999-04-07T19:56:49.247, 10364
341.63839, 24.97260,   -3264.39, 408180.77,  3389006.93,1,0, -23212925.26683,1999-04-07T19:56:50.548, 10364
341.63766, 24.96760,   -3262.68, 408175.66,  3389009.85,1,0, -23212925.16683,1999-04-07T19:56:50.648, 10364
341.63696, 24.96250,   -3256.17, 408165.78,  3389017.56,1,0, -23212925.06683,1999-04-07T19:56:50.748, 10364
341.62574, 24.88170,   -3135.67, 407991.19,  3389157.28,1,0, -23212923.46676,1999-04-07T19:56:52.348, 10364
341.62504, 24.87670,   -3133.40, 407985.54,  3389160.75,1,0, -23212923.36676,1999-04-07T19:56:52.448, 10364
341.61397, 24.79580,   -3126.87, 407924.86,  3389186.49,1,0, -23212921.76670,1999-04-07T19:56:54.048, 10364
341.61327, 24.79070,   -3126.91, 407921.52,  3389187.65,1,0, -23212921.66670,1999-04-07T19:56:54.148, 10364
341.61258, 24.78570,   -3131.35, 407922.58,  3389184.41,1,0, -23212921.56669,1999-04-07T19:56:54.248, 10364
341.60147, 24.70480,   -3003.52, 407740.58,  3389331.42,1,0, -23212919.96663,1999-04-07T19:56:55.848, 10364
341.60077, 24.69980,   -2993.66, 407727.33,  3389342.47,1,0, -23212919.86663,1999-04-07T19:56:55.948, 10364
341.58950, 24.61900,   -2974.37, 407653.98,  3389380.87,1,0, -23212918.26657,1999-04-07T19:56:57.548, 10364
341.58880, 24.61390,   -2986.75, 407662.98,  3389369.69,1,0, -23212918.16657,1999-04-07T19:56:57.648, 10364
341.58809, 24.60890,   -2980.77, 407653.63,  3389376.86,1,0, -23212918.06656,1999-04-07T19:56:57.748, 10364
341.57679, 24.52810,   -3294.08, 407912.84,  3389082.63,1,0, -23212916.46650,1999-04-07T19:56:59.348, 10364
341.57609, 24.52300,   -3300.46, 407915.84,  3389077.44,1,0, -23212916.36650,1999-04-07T19:56:59.448, 10364
341.56295, 24.42690,   -3232.58, 407783.60,  3389167.98,1,0, -23212914.46642,1999-04-07T19:57:01.348, 10364
341.56226, 24.42180,   -3255.37, 407803.01,  3389146.38,1,0, -23212914.36642,1999-04-07T19:57:01.448, 10364
341.55266, 24.35090,   -3263.99, 407764.20,  3389154.43,1,0, -23212912.96638,1999-04-07T19:57:02.848, 10364
341.55197, 24.34580,   -3262.70, 407759.51,  3389156.91,1,0, -23212912.86638,1999-04-07T19:57:02.948, 10364
341.54085, 24.26490,   -2844.50, 407287.15,  3389594.11,1,0, -23212911.26632,1999-04-07T19:57:04.548, 10364
341.54010, 24.25990,   -2861.19, 407300.46,  3389578.60,1,0, -23212911.16631,1999-04-07T19:57:04.648, 10364
341.53938, 24.25490,   -2902.15, 407338.07,  3389538.82,1,0, -23212911.06631,1999-04-07T19:57:04.748, 10364
341.52659, 24.16390,   -3119.61, 407494.71,  3389342.64,1,0, -23212909.26624,1999-04-07T19:57:06.548, 10364
341.52582, 24.15890,   -3123.01, 407494.71,  3389340.43,1,0, -23212909.16624,1999-04-07T19:57:06.648, 10364
341.52512, 24.15380,   -3128.50, 407496.83,  3389336.12,1,0, -23212909.06623,1999-04-07T19:57:06.748, 10364
341.51741, 24.09820,   -3358.80, 407689.95,  3389118.80,1,0, -23212907.96619,1999-04-07T19:57:07.848, 10364
341.51671, 24.09320,   -3365.53, 407693.30,  3389113.25,1,0, -23212907.86619,1999-04-07T19:57:07.948, 10364
341.50915, 24.03760,   -3328.62, 407619.15,  3389163.12,1,0, -23212906.76615,1999-04-07T19:57:09.048, 10364
341.50847, 24.03250,   -3319.24, 407606.36,  3389173.68,1,0, -23212906.66614,1999-04-07T19:57:09.148, 10364
341.50778, 24.02750,   -3326.81, 407610.54,  3389167.29,1,0, -23212906.56614,1999-04-07T19:57:09.248, 10364
341.49687, 23.94660,   -3263.63, 407493.17,  3389249.30,1,0, -23212904.96608,1999-04-07T19:57:10.848, 10364
341.49618, 23.94160,   -3255.00, 407481.15,  3389259.11,1,0, -23212904.86607,1999-04-07T19:57:10.948, 10364
341.48512, 23.86070,   -3137.77, 407309.77,  3389395.13,1,0, -23212903.26601,1999-04-07T19:57:12.548, 10364
341.48436, 23.85560,   -3134.09, 407302.72,  3389399.98,1,0, -23212903.16601,1999-04-07T19:57:12.648, 10364
341.48366, 23.85060,   -3134.35, 407299.62,  3389400.89,1,0, -23212903.06601,1999-04-07T19:57:12.748, 10364
341.89428, 24.51890,   -3183.73, 401702.56,  3389197.75,1,0, -22636594.94698,1999-04-14T12:02:20.867, 10446
341.89356, 24.52400,   -3191.80, 401714.28,  3389188.47,1,0, -22636594.84697,1999-04-14T12:02:20.967, 10446
341.89284, 24.52900,   -3195.99, 401722.10,  3389183.07,1,0, -22636594.74697,1999-04-14T12:02:21.067, 10446
341.88132, 24.61020,   -3227.78, 401812.14,  3389131.84,1,0, -22636593.14691,1999-04-14T12:02:22.667, 10446
341.88060, 24.61530,   -3219.28, 401807.29,  3389139.13,1,0, -22636593.04690,1999-04-14T12:02:22.767, 10446
341.86916, 24.69630,   -3264.73, 401911.00,  3389074.22,1,0, -22636591.44684,1999-04-14T12:02:24.368, 10446
341.86845, 24.70140,   -3252.08, 401902.00,  3389085.66,1,0, -22636591.34684,1999-04-14T12:02:24.468, 10446
341.86774, 24.70640,   -3223.72, 401877.29,  3389112.80,1,0, -22636591.24684,1999-04-14T12:02:24.568, 10446
341.85640, 24.78740,   -3162.35, 401874.18,  3389154.73,1,0, -22636589.64678,1999-04-14T12:02:26.168, 10446
341.83640, 24.92910,   -3041.79, 401855.61,  3389241.18,1,0, -22636586.84667,1999-04-14T12:02:28.968, 10446
341.83568, 24.93420,   -3050.82, 401868.31,  3389230.93,1,0, -22636586.74667,1999-04-14T12:02:29.068, 10446
341.82417, 25.01510,   -3688.35, 402564.08,  3388573.89,1,0, -22636585.14661,1999-04-14T12:02:30.668, 10446
341.82346, 25.02010,   -3703.13, 402582.53,  3388557.88,1,0, -22636585.04660,1999-04-14T12:02:30.768, 10446
341.81198, 25.10120,   -3687.35, 402625.00,  3388554.09,1,0, -22636583.44654,1999-04-14T12:02:32.368, 10446
341.08130, 25.02150,   -2904.30, 406516.51,  3389350.69,1,0, -19040374.18298,1999-05-26T02:59:21.632, 10955
341.08061, 25.01650,   -2912.17, 406520.70,  3389344.02,1,0, -19040374.08298,1999-05-26T02:59:21.732, 10955
341.07992, 25.01140,   -2907.94, 406512.81,  3389349.45,1,0, -19040373.98297,1999-05-26T02:59:21.832, 10955
341.06882, 24.93050,   -2840.11, 406386.43,  3389436.46,1,0, -19040372.38291,1999-05-26T02:59:23.432, 10955
341.06811, 24.92540,   -2849.88, 406392.55,  3389427.89,1,0, -19040372.28291,1999-05-26T02:59:23.532, 10955
341.05665, 24.84470,   -2972.35, 406456.57,  3389324.54,1,0, -19040370.68285,1999-05-26T02:59:25.132, 10955
341.05594, 24.83960,   -2978.19, 406458.76,  3389319.89,1,0, -19040370.58284,1999-05-26T02:59:25.232, 10955
341.05522, 24.83460,   -2959.91, 406436.83,  3389339.36,1,0, -19040370.48284,1999-05-26T02:59:25.332, 10955
341.04371, 24.75380,   -2933.97, 406352.46,  3389384.37,1,0, -19040368.88278,1999-05-26T02:59:26.932, 10955
341.04302, 24.74880,   -2941.06, 406355.88,  3389378.47,1,0, -19040368.78277,1999-05-26T02:59:27.032, 10955
341.03194, 24.66790,   -2900.24, 406256.52,  3389438.37,1,0, -19040367.18271,1999-05-26T02:59:28.632, 10955
341.03124, 24.66280,   -2927.45, 406280.05,  3389412.36,1,0, -19040367.08271,1999-05-26T02:59:28.732, 10955
341.02023, 24.58190,   -2837.71, 406131.71,  3389521.16,1,0, -19040365.48265,1999-05-26T02:59:30.332, 10955
341.01954, 24.57680,   -2845.78, 406136.13,  3389514.28,1,0, -19040365.38265,1999-05-26T02:59:30.432, 10955
341.01885, 24.57170,   -2860.74, 406147.42,  3389500.51,1,0, -19040365.28264,1999-05-26T02:59:30.532, 10955
341.00758, 24.49090,   -2951.82, 406180.02,  3389428.40,1,0, -19040363.68258,1999-05-26T02:59:32.132, 10955
341.00687, 24.48590,   -2961.84, 406186.40,  3389419.56,1,0, -19040363.58258,1999-05-26T02:59:32.232, 10955
340.99470, 24.40010,   -2841.39, 406003.85,  3389560.11,1,0, -19040361.88251,1999-05-26T02:59:33.932, 10955
340.99398, 24.39510,   -2837.61, 405996.42,  3389565.07,1,0, -19040361.78251,1999-05-26T02:59:34.032, 10955
340.98261, 24.31440,   -2546.83, 405647.20,  3389874.73,1,0, -19040360.18245,1999-05-26T02:59:35.633, 10955
340.98191, 24.30930,   -2523.85, 405620.56,  3389898.89,1,0, -19040360.08244,1999-05-26T02:59:35.733, 10955
340.98121, 24.30430,   -2524.06, 405617.10,  3389899.86,1,0, -19040359.98244,1999-05-26T02:59:35.833, 10955
340.97003, 24.22350,   -2344.65, 405379.18,  3390098.13,1,0, -19040358.38238,1999-05-26T02:59:37.433, 10955
340.96934, 24.21850,   -2322.57, 405353.43,  3390121.39,1,0, -19040358.28237,1999-05-26T02:59:37.533, 10955
340.95816, 24.13760,   -2270.01, 405242.36,  3390192.77,1,0, -19040356.68231,1999-05-26T02:59:39.133, 10955
340.95747, 24.13260,   -2277.03, 405245.72,  3390186.93,1,0, -19040356.58231,1999-05-26T02:59:39.233, 10955
340.95677, 24.12750,   -2278.57, 405243.61,  3390186.56,1,0, -19040356.48231,1999-05-26T02:59:39.333, 10955
340.94071, 24.01140,   -2271.85, 405152.77,  3390220.26,1,0, -19040354.18222,1999-05-26T02:59:41.633, 10955
340.94001, 24.00630,   -2268.34, 405145.61,  3390224.94,1,0, -19040354.08221,1999-05-26T02:59:41.733, 10955
340.93932, 24.00130,   -2271.04, 405144.66,  3390223.41,1,0, -19040353.98221,1999-05-26T02:59:41.833, 10955
340.93025, 23.93560,   -2228.30, 405054.37,  3390281.38,1,0, -19040352.68216,1999-05-26T02:59:43.133, 10955
340.92955, 23.93060,   -2229.55, 405051.96,  3390281.30,1,0, -19040352.58216,1999-05-26T02:59:43.233, 10955
340.92885, 23.92550,   -2229.61, 405048.36,  3390282.41,1,0, -19040352.48215,1999-05-26T02:59:43.333, 10955
340.91770, 23.84470,   -2140.05, 404900.31,  3390390.66,1,0, -19040350.88209,1999-05-26T02:59:44.933, 10955
340.91701, 23.83960,   -2132.49, 404889.10,  3390399.38,1,0, -19040350.78209,1999-05-26T02:59:45.033, 10955
341.40195, 23.83860,   -2780.08, 403979.45,  3389756.11,1,0, -18464053.84057,1999-06-01T19:04:41.975, 11037
341.40125, 23.84370,   -2765.48, 403968.38,  3389769.52,1,0, -18464053.74057,1999-06-01T19:04:42.075, 11037
341.40055, 23.84870,   -2746.42, 403952.88,  3389787.39,1,0, -18464053.64057,1999-06-01T19:04:42.175, 11037
341.38928, 23.92970,   -2682.79, 403945.94,  3389832.00,1,0, -18464052.04051,1999-06-01T19:04:43.775, 11037
341.38858, 23.93470,   -2726.87, 403993.56,  3389786.73,1,0, -18464051.94050,1999-06-01T19:04:43.875, 11037
341.37858, 24.00550,   -2709.45, 404025.77,  3389787.50,1,0, -18464050.54045,1999-06-01T19:04:45.275, 11037
341.37787, 24.01050,   -2734.02, 404053.86,  3389761.74,1,0, -18464050.44045,1999-06-01T19:04:45.375, 11037
341.83424, 24.94430,   -3001.57, 401826.32,  3389277.74,1,0, -22636586.54666,1999-04-14T12:02:29.268, 10446
341.82274, 25.02520,   -3712.69, 402595.70,  3388547.10,1,0, -22636584.94660,1999-04-14T12:02:30.868, 10446
341.82202, 25.03020,   -3723.55, 402610.22,  3388535.02,1,0, -22636584.84660,1999-04-14T12:02:30.968, 10446
341.82130, 25.03530,   -3724.02, 402614.32,  3388533.33,1,0, -22636584.74659,1999-04-14T12:02:31.068, 10446
341.08268, 25.03160,   -2924.08, 406543.61,  3389328.51,1,0, -19040374.38299,1999-05-26T02:59:21.432, 10955
341.08199, 25.02660,   -2906.31, 406522.17,  3389347.48,1,0, -19040374.28298,1999-05-26T02:59:21.532, 10955
341.07097, 24.94560,   -2835.25, 406392.56,  3389437.73,1,0, -19040372.68292,1999-05-26T02:59:23.132, 10955
341.07026, 24.94060,   -2812.28, 406365.91,  3389461.90,1,0, -19040372.58292,1999-05-26T02:59:23.232, 10955
341.06954, 24.93550,   -2813.28, 406363.25,  3389462.09,1,0, -19040372.48291,1999-05-26T02:59:23.332, 10955
341.05809, 24.85480,   -2934.68, 406426.21,  3389359.82,1,0, -19040370.88285,1999-05-26T02:59:24.932, 10955
341.05737, 24.84970,   -2950.70, 406438.58,  3389344.99,1,0, -19040370.78285,1999-05-26T02:59:25.032, 10955
341.04735, 24.77910,   -2961.42, 406398.17,  3389350.97,1,0, -19040369.38280,1999-05-26T02:59:26.432, 10955
341.04663, 24.77400,   -2959.34, 406392.42,  3389354.24,1,0, -19040369.28279,1999-05-26T02:59:26.532, 10955
341.03332, 24.67800,   -2921.75, 406285.34,  3389414.48,1,0, -19040367.38272,1999-05-26T02:59:28.432, 10955
341.03263, 24.67290,   -2893.59, 406253.53,  3389443.83,1,0, -19040367.28272,1999-05-26T02:59:28.532, 10955
341.02161, 24.59200,   -2867.85, 406169.20,  3389488.64,1,0, -19040365.68266,1999-05-26T02:59:30.132, 10955
341.02092, 24.58690,   -2846.72, 406144.39,  3389510.96,1,0, -19040365.58265,1999-05-26T02:59:30.232, 10955
341.00973, 24.50610,   -2919.54, 406158.71,  3389457.13,1,0, -19040363.98259,1999-05-26T02:59:31.832, 10955
341.00901, 24.50100,   -2936.33, 406171.85,  3389441.52,1,0, -19040363.88259,1999-05-26T02:59:31.932, 10955
341.00830, 24.49600,   -2944.71, 406176.56,  3389434.33,1,0, -19040363.78258,1999-05-26T02:59:32.032, 10955
341.00043, 24.44050,   -2848.31, 406039.99,  3389543.74,1,0, -19040362.68254,1999-05-26T02:59:33.132, 10955
340.99972, 24.43550,   -2831.66, 406019.69,  3389561.57,1,0, -19040362.58254,1999-05-26T02:59:33.232, 10955
340.99900, 24.43040,   -2834.11, 406018.50,  3389560.30,1,0, -19040362.48254,1999-05-26T02:59:33.332, 10955
340.98401, 24.32450,   -2560.05, 405667.73,  3389859.15,1,0, -19040360.38246,1999-05-26T02:59:35.432, 10955
340.98331, 24.31940,   -2554.02, 405658.04,  3389866.36,1,0, -19040360.28245,1999-05-26T02:59:35.533, 10955
340.97283, 24.24370,   -2379.59, 405428.75,  3390058.49,1,0, -19040358.78239,1999-05-26T02:59:37.033, 10955
340.96305, 24.17300,   -2254.96, 405252.91,  3390199.59,1,0, -19040357.38234,1999-05-26T02:59:38.433, 10955
340.96236, 24.16790,   -2251.50, 405245.80,  3390204.23,1,0, -19040357.28234,1999-05-26T02:59:38.533, 10955
340.94769, 24.06190,   -2290.11, 405207.60,  3390190.28,1,0, -19040355.18226,1999-05-26T02:59:40.633, 10955
340.94699, 24.05680,   -2289.19, 405203.01,  3390192.38,1,0, -19040355.08225,1999-05-26T02:59:40.733, 10955
340.94629, 24.05180,   -2283.50, 405193.67,  3390199.24,1,0, -19040354.98225,1999-05-26T02:59:40.833, 10955
340.93513, 23.97100,   -2255.04, 405106.71,  3390246.44,1,0, -19040353.38219,1999-05-26T02:59:42.433, 10955
340.93443, 23.96590,   -2254.27, 405102.29,  3390248.38,1,0, -19040353.28218,1999-05-26T02:59:42.533, 10955
340.92328, 23.88510,   -2185.22, 404974.72,  3390336.14,1,0, -19040351.68212,1999-05-26T02:59:44.133, 10955
340.92258, 23.88010,   -2167.29, 404953.14,  3390355.24,1,0, -19040351.58212,1999-05-26T02:59:44.233, 10955
340.92189, 23.87500,   -2159.31, 404941.49,  3390364.39,1,0, -19040351.48212,1999-05-26T02:59:44.333, 10955
