# latitude,longitude,height above datum (meters),error (meters)
# Geodetic Datum --> Name: D_MARS  Spheroid: MARS  Semi-major axis: 3396190  Semi-minor axis: 3396190  Meridian: Reference Meridian at 0
# Projection: +proj=longlat +a=3396190 +b=3396190 +no_defs
17.85115,77.1636,-2410.059999999497,55.97311560334509
17.84093,77.16221000000002,-2472.71999999964,46.87336011352759
17.83583,77.16152000000001,-2496.4,67.04192928525013
17.83072,77.16083000000002,-2508.989999999947,47.45516258757748
17.82561000000001,77.16014,-2519.710000000535,53.61656623345934
17.82051,77.15945000000001,-2513.849999999578,56.89687680918966
17.8154,77.15876,-2519.480000000166,44.74776755221507
17.8103,77.15807,-2518.180000000442,63.45124261042897
17.80519,77.15737,-2517.83000000011,50.21757642968564
17.80007999999999,77.15667999999999,-2508.810000000003,51.06029528597863
17.79498,77.15599,-2496.250000000234,61.31724401582154
17.78987,77.1553,-2455.649999999818,45.43878846134227
17.78477,77.15461999999999,-2402.149999999991,61.87368816451555
17.77967,77.15391999999999,-2393.600000000933,53.23159834303732
17.77456,77.15323000000002,-2409.389999999767,52.54112379674777
17.76945,77.15255000000001,-2365.560000000286,65.16230358358564
17.76435,77.15186,-2341.000000000451,49.87825567770229
17.75924,77.15116999999999,-2324.079999999639,62.28547971499296
17.75413,77.15048,-2283.740000000149,57.42711367134125
17.74902,77.14979,-2251.580000000271,50.81411043677156
17.74392,77.1491,-2224.629999999603,69.91555986341956
17.73881,77.14841,-2232.409999999967,50.86394191122208
17.7337,77.14771999999999,-2239.45999999911,56.65413279652642
17.72859,77.14703,-2254.069999999314,60.10596896500827
17.72349,77.14634000000001,-2256.759999999301,50.60543082749436
17.71838,77.14565000000002,-2275.679999999746,67.92415926790483
17.71327,77.14496000000001,-2294.409999999935,56.00793719487351
17.70816,77.14426,-2294.899999999344,55.7783142122675
17.70306,77.14358000000001,-2257.210000000105,63.8098649137002
17.69795,77.14289000000002,-2208.959999999976,50.10415409745114
17.69284,77.1422,-2234.259999999835,72.76446110101826
17.68262,77.14081999999998,-2225.189999998926,52.96850119471843
17.67748,77.14014,-2210.189999999785,68.24316469692508
17.67235,77.13946,-2177.890000000076,49.9864873452228
17.66723,77.13878000000001,-2124.750000000137,60.88369475621428
17.66211,77.13809999999999,-2098.899999999757,59.8969762907617
17.65698,77.13741,-2168.660000000223,49.81551386208444
17.65186,77.13672,-2241.020000000137,67.7467826278462
17.64161,77.13536000000001,-2280.749999999501,52.3484418197362
17.63648999999999,77.13467,-2283.490000000289,61.05426621704585
17.63137,77.13399,-2289.020000000028,47.72076492334335
17.62624,77.13330000000001,-2296.959999999337,61.04837943273115
17.62112,77.13261999999999,-2321.109999999614,52.03285654177721
17.616,77.13193000000001,-2346.599999999728,48.0669231619292
17.61087,77.13124999999999,-2357.869999999705,62.82425543177615
17.60575,77.13056999999999,-2375.759999999023,42.61423406147438
17.60062,77.12988,-2381.96,53.26788747729789
17.5955,77.12920000000001,-2382.89000000028,48.65124505003511
17.59038,77.12850999999999,-2371.0399999996,41.56342003592076
17.58524999999999,77.12783,-2354.109999999233,63.2821392684109
17.58013,77.12715,-2336.200000000424,40.06177153783224
17.56987,77.12579000000001,-2309.7999999999,50.69709637622669
17.56475,77.12510999999998,-2313.209999999664,36.249642770927
17.55963,77.12442000000001,-2408.089999999665,70.07276074937994
17.55451000000001,77.12373000000001,-2496.730000000462,56.16740683665079
17.54939,77.12304000000002,-2559.08000000001,40.61919115562882
17.54426,77.12235000000001,-2578.729999999413,53.75028390153174
17.53914,77.12166999999999,-2578.899999999423,33.6390585100412
17.53402,77.12099000000001,-2574.779999999815,49.02861977516997
17.5289,77.1203,-2609.249999999923,44.46814711358382
17.52378,77.11962,-2589.100000000046,37.64786388088729
17.51865,77.11893000000002,-2559.430000000342,64.35927612930824
17.51353,77.11825,-2592.270000000261,33.47024561234142
17.50841,77.11756,-2613.859999999694,42.72123671061246
17.50329,77.11688000000002,-2568.089999999429,44.64163706996369
17.49817000000001,77.11619000000002,-2565.129999999714,30.86274495793597
17.49303999999999,77.11551,-2635.809999999392,53.53221618060416
17.48792000000001,77.11481999999999,-2672.270000000331,52.00621030680576
17.4828,77.11414000000001,-2677.169999999699,38.10549588983814
17.47768,77.11345,-2678.590000000518,50.33882207536567
17.4726,77.11273,-2674.109999999512,29.68492730671464
17.4675,77.11204000000001,-2666.140000000778,51.82254342414922
17.4624,77.11134000000001,-2671.320000000185,36.69885881699303
17.45729,77.11064,-2622.730000000036,66.67613559124153
17.45219,77.10994000000001,-2654.529999999648,51.30205513145411
17.44709,77.10925,-2662.729999999882,34.46788686158574
17.44198,77.10854999999999,-2654.150000000268,51.12030468582498
17.43688,77.10785,-2645.200000000076,39.9298117510309
17.43177,77.10714999999999,-2628.739999999626,37.35512402827265
17.42667,77.10646,-2600.629999999441,67.15098149536082
17.42157000000001,77.10576,-2567.160000000658,103.1709842803374
17.41646,77.10505999999999,-2530.430000000745,151.7849127703491
17.41136,77.10436999999999,-2500.399999999644,278.7096935320853
17.33822,77.40693000000002,-2928.449999999821,158.4098306280473
17.34333999999999,77.40623000000001,-2925.019999999812,59.56335601816831
17.34846,77.40554,-2917.35999999941,52.52250393911326
17.35358,77.40484000000001,-2918.029999999895,49.23084542650165
17.3587,77.40414,-2916.440000000574,66.268710751678
17.36382,77.40345000000001,-2909.420000000101,50.32886389911561
17.36894,77.40275,-2895.790000000223,61.06620829003273
17.37406,77.40205,-2897.000000000164,58.01599260540566
17.37917999999999,77.40134999999998,-2899.080000000025,51.99981010220952
17.3843,77.40066,-2893.639999999692,70.93469056710801
17.38942,77.39995999999998,-2886.740000000314,49.9411865889196
17.39454,77.39926,-2827.850000000202,58.28949029581848
17.39966,77.39856,-2792.479999999618,58.1614125182318
17.40478,77.39787,-2765.549999999947,50.32444580484223
17.4099,77.39716999999999,-2778.699999999974,69.62721497828758
17.41502,77.39646999999998,-2797.729999999694,52.34303761747805
17.42014,77.39578,-2788.240000000046,65.62979674481511
17.42526,77.39508000000001,-2822.990000000193,66.04636069496249
17.43037,77.39438,-2831.799999999422,55.138928216309
17.4355,77.3937,-2845.679999999915,72.98741624092781
17.44062,77.393,-2877.050000000477,61.36712528571001
17.44573,77.39230000000001,-2886.920000000259,64.3435448173506
17.45085,77.39159000000001,-2889.029999999544,70.00931621870454
17.45596,77.39089000000001,-2892.830000000508,59.36749731689804
17.46108,77.39019000000002,-2887.380000000242,74.84444783952205
17.46619,77.38949000000001,-2887.549999999121,59.79096265937952
17.47131,77.38878000000001,-2880.740000000281,60.65792461497235
17.47642,77.38808,-2869.510000000416,69.87207300340427
17.48154,77.38738000000001,-2858.980000000084,57.64772632396701
17.48665,77.38667000000001,-2849.119999999858,70.87640743371672
17.49177,77.38596999999999,-2844.999999999873,54.78551733240851
17.49688,77.38526999999999,-2835.239999999743,55.8882648336335
17.502,77.38456000000001,-2829.539999999617,63.26025886416947
17.50712,77.38386,-2816.569999999158,47.34831967031662
17.51223,77.38316,-2796.400000000167,63.86771927138619
17.51735,77.38245999999999,-2802.750000000156,51.21077778872394
17.52246,77.38175,-2795.399999999219,49.88800816084773
17.52758,77.38105,-2779.499999999979,63.23398757017574
17.53269,77.38035000000001,-2760.28999999956,50.60088593127963
17.53781,77.37964000000001,-2719.759999999814,59.6179781951721
17.54292999999999,77.37893000000001,-2676.279999999534,51.56665374423108
17.54805,77.37823,-2625.180000000097,49.71660898318663
17.55317000000001,77.37751999999999,-2561.969999999809,61.85167191230057
17.55828,77.37682,-2535.510000000058,46.38184249518655
17.5634,77.37611,-2533.019999999884,57.71056007966023
17.56851,77.37541,-2519.70999999978,50.35174868235564
17.57363,77.37470999999999,-2508.920000000031,46.5787263507704
17.57874000000001,77.374,-2484.069999999468,63.06401538968999
17.58386,77.3733,-2404.169999999116,44.53115940096306
17.58898,77.37259000000002,-2367.860000000582,66.30579440820767
17.59408999999999,77.37189000000002,-2411.549999999855,57.45580113375969
17.5992,77.37118000000001,-2435.890000000387,47.42213378850073
17.60432,77.37048,-2431.730000000288,62.67454796990663
17.60943,77.36978000000001,-2420.670000000434,43.77703946862811
17.61455,77.36906999999999,-2405.159999999753,56.45128013962515
17.61966,77.36837000000001,-2381.540000000508,52.88315835902023
17.62478,77.36766,-2343.909999999741,47.3925260080338
17.62989,77.36696000000001,-2332.339999999856,70.63849891519108
17.63501,77.36626000000001,-2360.740000000391,45.55466382675269
17.64012,77.36551,-2358.169999999613,58.70195669840303
17.64523,77.36481999999999,-2355.359999999663,50.57275619626635
17.65035,77.36413,-2347.119999999693,45.27967859492834
17.65546,77.36344,-2336.319999999633,64.24791559419657
17.66058,77.36275000000001,-2333.980000000356,43.82332287813379
17.66568999999999,77.36205,-2330.90999999948,53.0835358456191
17.67081,77.36135999999999,-2307.660000000057,51.98175250832124
17.67592999999999,77.36067,-2254.079999999625,57.90312197939675
17.68104,77.35998000000002,-2272.339999999897,66.70669734840146
17.68615,77.35928,-2277.92000000006,46.48410766607727
17.69127,77.35859000000001,-2299.030000000018,49.11570562293491
17.69638,77.3579,-2305.970000000264,55.10014641637023
17.70149,77.35720999999999,-2329.50999999966,42.3313268761718
17.70661,77.35651999999999,-2351.589999999255,60.48603197349718
17.71172,77.35583000000001,-2369.089999999636,45.36003001235008
17.71683,77.35513,-2375.849999999561,46.41475058155702
17.72194,77.35444,-2386.619999999819,58.36165205932539
17.72706000000001,77.35375000000001,-2388.769999999973,41.70746888523101
17.73217,77.35306,-2398.520000000169,56.08437086568638
17.73729,77.35236999999999,-2393.939999999445,47.05156363927135
17.7424,77.35169,-2393.609999999359,45.08210920641257
17.74751,77.35099,-2396.629999999809,61.31399167784192
17.75263,77.3503,-2392.060000000528,47.01283966618676
17.75774,77.34960999999998,-2432.900000000116,55.30297912242251
17.76285,77.34891999999999,-2465.490000000175,50.08317647204582
17.76796,77.34822999999999,-2485.629999999741,42.59314533409652
17.77308,77.34754000000002,-2477.600000000271,65.16953528771688
17.77819,77.34685000000002,-2515.650000000531,42.63633817445143
17.7833,77.34616,-2540.100000000337,49.84396395158861
17.78842,77.34547000000001,-2538.310000000073,52.96483964435507
17.79353,77.34478,-2533.27000000012,43.51564080232734
17.79865,77.34409000000001,-2551.169999999749,61.9954242750827
17.80376,77.3434,-2569.379999999596,47.16523783503652
17.80887,77.34271000000001,-2619.559999999443,51.31364620672566
17.81398,77.34201999999999,-2610.749999999459,57.30073614198382
17.8191,77.34133,-2554.209999999691,40.50829003746408
17.82422,77.34064000000001,-2512.810000000025,55.72336119665681
17.82934,77.33995,-2491.819999999276,48.87315705775536
17.83445,77.33926,-2502.709999999874,43.70179104216442
17.83957,77.33856999999999,-2469.799999999662,60.90948246099808
17.84468,77.33790999999999,-2399.549999999787,45.71605005567417
17.85492000000001,77.3365,-2223.450000000972,56.31905061795453
17.86004,77.33580000000001,-2201.619999999728,51.42060621678063
17.86515,77.3351,-2242.779999999845,61.93929517031357
17.87027,77.3344,-2220.289999999559,51.80670583017178
17.87538,77.33369,-2268.480000000083,49.16554287302492
17.8805,77.33299,-2241.799999999896,47.92773544544744
17.88561,77.33229,-2213.079999999585,39.3059408117192
17.89584,77.33088000000001,-2220.010000000274,40.12182061607413
17.90096,77.33018,-2220.42000000021,50.08199432155154
17.90607,77.32948,-2227.440000000306,49.3088618641351
17.91119,77.32876999999999,-2220.330000000427,41.73735807634267
17.9163,77.32807,-2214.999999999746,63.10473230913294
17.92142,77.32737,-2213.419999999983,40.46891171891156
17.92653,77.32666999999999,-2210.350000000239,47.24274545122034
17.93165000000001,77.32595999999999,-2211.560000000179,49.36673726855688
17.93676,77.32526,-2203.310000000652,39.66260494735183
17.94188,77.32455999999999,-2203.960000000137,59.88003743273983
17.94699,77.32384999999999,-2201.239999999971,40.53915779963748
17.9521,77.32314000000001,-2206.619999999944,46.60535092330145
17.95722,77.32244000000001,-2208.309999999737,49.80388186798403
17.96233,77.32173000000002,-2198.200000000029,39.17586334249387
17.96745,77.32103000000001,-2197.699999999933,60.89249576121936
17.97256,77.32032,-2206.369999999707,41.27245635175777
17.97768,77.31962,-2213.370000000312,44.67248682877099
17.98279,77.31891999999999,-2214.790000000376,50.92712424006042
17.98791,77.31820999999999,-2210.370000000485,38.01829586808981
17.99302,77.31751,-2212.969999999933,56.97721561072893
17.99813,77.3168,-2215.830000000307,39.67771383416755
18.00325,77.31610000000001,-2214.809999999868,43.93686889041107
18.00836,77.31539000000002,-2222.179999999918,50.69772888218142
18.01348,77.31469,-2228.140000000216,35.1106830675208
18.01859,77.31399,-2224.010000000297,57.57592133570634
18.02371,77.31328000000001,-2228.86999999955,39.95451107732175
18.02882,77.31258000000001,-2213.830000000296,45.19240132172578
18.03394,77.31187,-2210.799999999534,51.61270166744644
18.03905,77.31116999999999,-2196.450000000632,37.93633625432695
18.04417,77.31045999999999,-2192.700000000093,56.63137670100459
18.0544,77.30904,-2179.490000000085,44.37970549584322
18.05951,77.30834,-2144.350000000624,58.32220852089092
18.06463,77.30763999999999,-2089.999999999236,95.3054633878686
18.06974,77.30694,-2171.460000000238,63.30885326800416
18.07485,77.30624,-2163.849999999885,48.03535400452432
18.07996,77.30555,-2184.160000000592,46.35462459462509
18.08507,77.30485,-2190.559999999874,57.69764660150079
18.09019,77.30415000000002,-2186.709999999616,42.57913912774262
18.0953,77.30345,-2179.949999999315,57.36545329360582
18.10041,77.30275000000002,-2174.37999999984,46.02422262777733
18.10552999999999,77.30204999999999,-2161.629999999438,43.31813965654119
18.11064,77.30136000000002,-2156.629999999976,59.47860744469121
18.11576,77.30065999999999,-2143.539999999931,42.99556446165143
18.12087,77.29996,-2142.789999999597,50.08750981222176
18.12597999999999,77.29926,-2124.389999999872,44.75206772169717
18.1311,77.29855999999999,-2115.919999999909,41.64356444292246
18.13621,77.29786,-2124.279999999842,58.3903351151978
18.14132,77.29716999999998,-2130.209999999583,35.79162388061556
18.14643,77.29647,-2129.110000000048,47.10468933505992
18.15154,77.29576999999999,-2130.600000000029,44.61110016777618
18.15666000000001,77.29507,-2124.529999999702,35.33396538767221
18.16177,77.29438,-2114.269999999853,60.53502083130535
18.16688,77.29368000000001,-2088.449999999651,35.64794082409806
18.172,77.29298,-2081.269999999857,44.12943448325137
18.17711,77.29228000000001,-2078.980000000627,46.55819931447691
18.18222,77.29158000000002,-2098.790000000482,36.25937402425718
18.18733,77.29089000000002,-2094.939999999849,58.93230383094593
18.19245,77.29019,-2087.820000000035,38.3450536179015
18.19756,77.28949,-2082.270000000051,43.56271525269361
18.20267,77.28879000000001,-2086.60000000016,50.76715869973926
18.20778,77.28809,-2088.140000000564,35.86360765245597
18.2129,77.28739,-2092.600000000571,56.92545541837863
18.21801,77.2867,-2080.200000000124,40.83720412036867
18.22312,77.286,-2069.520000000027,40.91272449206991
18.22823999999999,77.28530000000001,-2082.269999999674,50.52711016992014
18.23335,77.2846,-2097.669999999949,33.93449894560563
18.23846,77.2839,-2105.810000000201,53.87159237120253
18.24357,77.28321,-2100.970000000439,39.61088743049479
18.24868,77.28251,-2120.710000000002,39.48138933760006
18.25378,77.28179,-2117.309999999794,55.55844613915734
18.25889,77.2811,-2135.699999999963,35.59398448025815
18.26401,77.2804,-2114.330000000589,54.18919552136558
18.26913,77.27971000000001,-2120.960000000239,43.43343695383378
18.27425,77.27902,-2118.449999999819,40.11190892271559
18.27937,77.27833000000001,-2104.110000000097,59.05013043019361
18.28447999999999,77.27764000000001,-2102.109999998578,39.29050649155456
18.2896,77.27695000000001,-2100.280000000086,50.63879328312998
18.29472,77.27626000000001,-2086.789999999284,48.34498652281698
18.29983999999999,77.27557,-2084.099999999675,39.68088036706357
18.30496,77.27488000000001,-2078.399999999926,62.47286212556298
18.31008,77.27419,-2075.359999999607,38.8868678493447
18.3152,77.2735,-2070.789999999949,44.8618452683522
18.32031,77.27280999999999,-2061.479999999869,50.99246630236818
18.32543,77.27212,-2053.500000000446,36.91567316200601
18.33055,77.27143000000001,-2038.109999999352,57.99588721825858
18.33567,77.27074,-2029.960000000296,42.28411608999032
18.34079,77.27005,-2025.309999999657,46.81455330632615
18.34591000000001,77.26935999999999,-2026.79000000008,56.25458246353955
18.35102,77.26867,-2026.390000000455,42.25711760551479
18.35614,77.26799,-2024.569999999635,56.62765399044635
18.36126,77.26730000000002,-1996.76000000011,50.3714267749316
18.36638,77.26661,-1979.489999999722,50.92059646067835
18.3715,77.26591999999999,-1988.069999999713,63.35342359322068
18.37662000000001,77.26523,-1986.809999999725,40.29994483283671
18.38174,77.26454,-1969.299999999787,48.39942349896273
18.38686,77.26385000000001,-1930.259999999645,43.91730732883246
18.39198,77.26316,-1900.99000000032,33.47727055497914
18.39711,77.26247000000001,-1861.599999999845,55.1655123551139
18.40223,77.26178,-1811.019999999996,80.57992210465814
17.3372,77.24344000000001,-2780.900000000175,121.2441736836863
17.34231,77.24274,-2795.250000000208,40.09780615456973
17.34743,77.24204,-2803.290000000366,19.27651400870818
17.35255,77.24134000000001,-2800.410000000124,46.76895582074754
17.35766,77.24065,-2788.770000000323,25.58670599349378
17.36277999999999,77.23995000000001,-2782.129999999984,26.80110537470318
17.3679,77.23925,-2739.370000000612,45.49379469459371
17.37300999999999,77.23855,-2746.559999999964,18.78238616575674
17.37811,77.23786,-2746.829999999693,43.66259582917488
17.38324,77.23716,-2711.779999999637,30.95248422383291
17.38836,77.23645999999999,-2689.919999999723,32.87221442322701
17.39349,77.23576,-2678.669999999236,48.99506723852689
17.39861,77.23506,-2670.540000000049,23.80623015208736
17.40374,77.23436,-2647.330000000362,44.46609499289232
17.40886,77.23366,-2619.379999999876,34.85240208472429
17.41398999999999,77.23295999999999,-2596.209999999548,35.23877408749728
17.41911,77.23226,-2590.209999999892,47.95119997352549
17.42424,77.23156,-2571.770000000053,28.95006015065307
17.42936000000001,77.23086000000001,-2552.819999999805,50.99308814421827
17.43449,77.23016,-2536.269999999949,52.00116173729123
17.43961000000001,77.22946,-2550.920000000266,32.24887263599283
17.44474,77.22876000000001,-2523.380000000094,60.91843905068992
17.44986,77.22806,-2512.020000000709,31.3668021935844
17.45498,77.22736,-2501.080000000441,40.088971601854
17.46011,77.22666,-2478.499999999994,42.01710020750456
17.46523,77.22596,-2475.069999999983,29.53280782192745
17.47036,77.22525999999999,-2463.540000000211,55.30240966100295
17.47548,77.22456,-2459.830000000162,23.40261217033213
17.48061,77.22386,-2463.899999999723,37.15008607371701
17.48574,77.22315999999999,-2482.530000000195,31.42991060458086
17.49086,77.22246,-2488.069999999113,16.77821679507131
17.49598,77.22176,-2503.360000000491,49.1076643341634
17.50111,77.22106000000001,-2505.770000000061,12.54725045221228
17.50623,77.22036,-2500.640000000325,28.04861412176789
17.51136,77.21965,-2491.549999999925,32.88725496147169
17.51648,77.21895000000002,-2486.969999999955,8.796747833077909
17.5216,77.21825,-2479.229999999705,47.80176527950996
17.52673,77.21755,-2475.309999999909,19.6649591706693
17.53185,77.21684999999999,-2468.839999999958,27.71312393399163
17.53698,77.21615,-2430.259999999799,36.70259571687696
17.54211,77.21545,-2409.350000000409,9.287498351251747
17.54723,77.21475,-2378.720000000623,44.86947814141753
17.55236,77.21405,-2340.879999999734,19.12478859006028
17.55749,77.21335000000001,-2249.199999999749,38.05579908258715
17.56776,77.21194,-1995.270000000508,25.7957920759669
17.57289,77.21124000000002,-1872.739999999926,49.51287755836708
17.57803,77.21053000000002,-1743.490000000665,25.08219143623116
17.58318,77.20981,-1625.699999999752,34.06077874201544
17.5883,77.20911999999998,-1635.199999999712,71.84574794844355
17.59342000000001,77.20841999999999,-1683.420000000037,26.46585423542466
17.59854,77.20773,-1665.620000000126,52.52558691306017
17.60366,77.20703,-1689.729999999912,49.27316199757063
17.60877,77.20634,-1734.370000000086,43.57828396898445
17.61389,77.20564,-1784.139999999997,60.83599074523396
17.61900000000001,77.20495,-1833.590000000509,33.95800084489122
17.62412,77.20426,-1883.609999999525,45.41862093564608
17.62923,77.20356,-1930.809999999789,36.24699228439131
17.63435,77.20287,-1948.339999999595,32.23458895027618
17.63947,77.20217,-1963.369999999669,58.34984943459001
17.64459,77.20148,-1976.930000000009,38.88832623554227
17.64970000000001,77.20078000000001,-2029.730000000304,40.34336257721807
17.65482,77.20009,-2077.120000000069,36.57341862131245
17.65993,77.19939000000001,-2109.389999999599,24.71913395161724
17.66505,77.1987,-2125.220000000432,54.99493826795181
17.67017,77.19800000000001,-2134.649999999722,24.59869425629541
17.67529,77.19731000000002,-2127.840000000127,37.39749398141337
17.68041,77.19661000000001,-2141.83999999945,49.69341817001884
17.68552,77.19591000000001,-2194.860000000181,27.92540945110525
17.69064,77.19521999999999,-2250.629999999747,52.43752218551464
17.69575,77.19452999999999,-2307.639999999812,27.53231779583536
17.70087,77.19383000000002,-2339.729999999774,34.39864824136097
17.70598,77.19314000000001,-2342.859999999499,42.62174614522399
17.7111,77.19244000000002,-2345.309999999937,23.66219902416863
17.71622,77.19175,-2360.519999999956,48.48155319075131
17.72133999999999,77.19104999999999,-2361.629999999048,30.54386918319064
17.72646,77.19035,-2355.820000000024,32.5687425114557
17.73158,77.18966,-2347.189999999986,46.97931381352536
17.7367,77.18895999999999,-2332.249999999695,25.18297041757179
