Iteration, Max iteration, Mean abs differential rot err, Min differential rotation err, Mean abs differential trans err, Min differential translation err
384, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
385, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
386, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
387, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
388, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
389, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
390, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
391, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
392, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
393, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
394, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
395, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
396, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
397, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
398, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
399, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
400, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
401, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
402, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
403, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
404, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
405, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
406, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
407, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
408, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
409, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
410, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
411, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
412, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
413, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
414, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
415, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
416, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
417, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
418, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
419, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
420, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
421, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
422, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
423, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
424, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
425, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
426, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
427, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
428, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
429, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
430, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
431, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
432, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
433, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
434, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
435, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
436, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
437, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
438, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
439, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
440, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
441, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
442, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
443, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
444, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
445, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
446, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
447, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
448, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
449, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
450, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
451, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
452, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
453, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
454, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
455, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
456, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
457, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
458, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
459, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
460, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
461, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
462, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
463, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
464, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
465, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
466, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
467, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
468, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
469, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
470, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
471, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
472, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
473, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
474, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
475, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
476, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
477, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
478, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
479, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
480, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
481, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
482, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
483, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
484, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
485, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
486, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
487, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
488, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
489, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
490, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
491, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
492, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
493, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
494, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
495, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
496, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
497, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
498, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
499, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
500, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
501, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
502, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
503, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
504, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
505, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
506, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
507, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
508, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
509, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
510, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
511, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
512, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
513, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
514, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
515, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
516, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
517, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
518, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
519, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
520, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
521, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
522, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
523, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
524, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
525, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
526, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
527, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
528, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
529, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
530, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
531, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
532, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
533, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
534, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
535, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
536, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
537, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
538, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
539, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
540, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
541, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
542, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
543, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
544, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
545, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
546, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
547, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
548, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
549, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
550, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
551, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
552, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
553, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
554, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
555, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
556, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
557, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
558, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
559, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
560, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
561, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
562, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
563, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
564, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
565, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
566, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
567, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
568, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
569, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
570, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
571, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
572, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
573, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
574, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
575, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
576, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
577, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
578, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
579, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
580, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
581, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
582, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
583, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
584, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
585, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
586, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
587, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
588, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
589, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
590, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
591, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
592, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
593, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
594, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
595, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
596, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
597, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
598, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
599, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
600, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
601, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
602, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
603, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
604, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
605, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
606, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
607, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
608, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
609, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
610, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
611, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
612, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
613, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
614, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
615, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
616, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
617, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
618, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
619, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
620, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
621, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
622, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
623, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
624, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
625, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
626, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
627, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
628, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
629, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
630, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
631, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
632, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
633, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
634, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
635, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
636, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
637, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
638, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
639, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
640, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
641, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
642, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
643, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
644, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
645, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
646, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
647, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
648, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
649, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
650, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
651, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
652, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
653, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
654, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
655, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
656, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
657, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
658, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
659, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
660, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
661, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
662, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
663, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
664, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
665, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
666, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
667, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
668, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
669, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
670, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
671, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
672, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
673, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
674, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
675, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
676, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
677, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
678, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
679, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
680, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
681, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
682, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
683, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
684, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
685, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
686, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
687, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
688, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
689, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
690, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
691, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
692, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
693, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
694, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
695, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
696, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
697, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
698, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
699, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
700, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
701, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
702, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
703, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
704, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
705, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
706, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
707, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
708, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
709, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
710, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
711, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
712, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
713, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
714, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
715, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
716, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
717, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
718, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
719, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
720, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
721, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
722, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
723, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
724, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
725, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
726, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
727, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
728, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
729, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
730, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
731, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
732, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
733, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
734, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
735, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
736, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
737, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
738, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
739, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
740, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
741, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
742, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
743, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
744, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
745, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
746, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
747, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
748, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
749, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
750, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
751, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
752, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
753, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
754, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
755, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
756, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
757, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
758, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
759, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
760, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
761, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
762, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
763, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
764, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
765, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
766, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
767, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
768, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
769, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
770, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
