# latitude,longitude,height above datum (meters)
# Geodetic Datum --> Name: D_MARS  Spheroid: MARS  Semi-major axis: 3396190  Semi-minor axis: 3396190  Meridian: Reference Meridian at 0
# Projection: +proj=longlat +a=3396190 +b=3396190 +no_defs
17.50417849425663,77.34258206828068,-2724.604460328726
17.50334203104715,77.48227546915298,-2910.090479777316
17.56862687751001,77.23175749026669,-2094.197378776036
17.58187536793981,77.48909481493303,-2855.433036662221
17.58568592471862,77.23009469063443,-1743.799561749736
17.62501250382212,77.4634776010537,-2706.36117119616
17.67708374427216,77.2227720521672,-2101.95902119492
17.70030962809,77.45631810964736,-2564.425709354989
17.7037263249143,77.21549295896975,-2183.354890728447
17.73953669712015,77.26100215310989,-2141.103372188787
17.76115743878155,77.45243403650166,-2710.910877653156
17.82055699388364,77.44780801885381,-2706.71912849498
17.39231493638389,77.27457349440321,-2702.513954353327
17.38247101291692,77.34566994830355,-2791.16223813625
17.5669099645983,77.35252431370282,-2431.970425110694
17.63248286027073,77.12767563719284,-2324.652448006501
17.88228285410526,77.14701271947322,-2159.593583228538
17.89635321089494,77.43446267731544,-2291.68661194742
17.97232112603492,77.42331432089766,-2375.487452430138
17.99414242529848,77.04958025123641,-2030.543471722878
17.99295307267025,77.33499658822595,-2228.228296643087
18.03726604109326,77.16216069638823,-2062.22006819065
18.07752256026851,77.14101781973233,-2046.373923328562
18.11232479349756,77.28816835651388,-2164.896046962761
18.13837607353628,77.4195013554604,-2130.337418210893
18.15804128400916,77.18072765179613,-1989.970856326959
18.20186097843314,77.40946919696536,-2035.499839473118
18.24251935510925,77.08753986027702,-2006.51950748478
18.26618275962889,77.32302639617453,-2114.06696745497
18.27252602527312,77.38332243236005,-1998.716351005229
18.32455176677005,76.99548583815145,-1955.513540490495
18.32553074000289,77.01164917614858,-1970.833444194266
18.35109673423377,77.12340068759936,-2038.39205303774
18.35260983873137,77.13991359687455,-2062.078125002288
18.34479450364705,77.19230082095748,-2069.765546059145
18.35525056383751,77.27413800392819,-2045.979098746702
17.90750781467677,77.38188005046699,-2265.479281095109
18.19462072704014,77.22812363326987,-2021.308465408177
